dataformat_pdf_section,field_idx_raw_34,row_raw_34,section_raw_34,subsection_raw_34,field_raw_34,field_idx_raw_35,row_raw_35,section_raw_35,subsection_raw_35,field_raw_35,field_id_rawx,section_rawx,field_rawx,notes
1.26 GNE Device Data,29,4,GNE DATA,GNE DATA,INTG8,29,4,GNE DATA,GNE DATA,INTG8,29,gne,intg8,NINTG bus numbers or extended bus names required by model MODEL
1.26 GNE Device Data,30,4,GNE DATA,GNE DATA,INTG9,30,4,GNE DATA,GNE DATA,INTG9,30,gne,intg9,NINTG bus numbers or extended bus names required by model MODEL
1.26 GNE Device Data,31,4,GNE DATA,GNE DATA,INTG10,31,4,GNE DATA,GNE DATA,INTG10,31,gne,intg10,NINTG bus numbers or extended bus names required by model MODEL
1.26 GNE Device Data,32,5,GNE DATA,GNE DATA,CHAR1,32,5,GNE DATA,GNE DATA,CHAR1,32,gne,char1,NCHAR two-character identifiers required by model MODEL
1.26 GNE Device Data,33,5,GNE DATA,GNE DATA,CHAR2,33,5,GNE DATA,GNE DATA,CHAR2,33,gne,char2,NCHAR two-character identifiers required by model MODEL
1.26 GNE Device Data,34,5,GNE DATA,GNE DATA,CHAR3,34,5,GNE DATA,GNE DATA,CHAR3,34,gne,char3,NCHAR two-character identifiers required by model MODEL
1.26 GNE Device Data,35,5,GNE DATA,GNE DATA,CHAR4,35,5,GNE DATA,GNE DATA,CHAR4,35,gne,char4,NCHAR two-character identifiers required by model MODEL
1.26 GNE Device Data,36,5,GNE DATA,GNE DATA,CHAR5,36,5,GNE DATA,GNE DATA,CHAR5,36,gne,char5,NCHAR two-character identifiers required by model MODEL
1.26 GNE Device Data,37,5,GNE DATA,GNE DATA,CHAR6,37,5,GNE DATA,GNE DATA,CHAR6,37,gne,char6,NCHAR two-character identifiers required by model MODEL
1.26 GNE Device Data,38,5,GNE DATA,GNE DATA,CHAR7,38,5,GNE DATA,GNE DATA,CHAR7,38,gne,char7,NCHAR two-character identifiers required by model MODEL
1.26 GNE Device Data,39,5,GNE DATA,GNE DATA,CHAR8,39,5,GNE DATA,GNE DATA,CHAR8,39,gne,char8,NCHAR two-character identifiers required by model MODEL
1.26 GNE Device Data,40,5,GNE DATA,GNE DATA,CHAR9,40,5,GNE DATA,GNE DATA,CHAR9,40,gne,char9,NCHAR two-character identifiers required by model MODEL
1.26 GNE Device Data,41,5,GNE DATA,GNE DATA,CHAR10,41,5,GNE DATA,GNE DATA,CHAR10,41,gne,char10,NCHAR two-character identifiers required by model MODEL
1.27 Induction Machine Data,1,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,I,1,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,I,1,indmach,ibus,Bus number
1.27 Induction Machine Data,2,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,ID,2,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,ID,2,indmach,imid,Alphanumeric machine identifier used to distinguish among multiple induction machines at bus I.
1.27 Induction Machine Data,3,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,STATUS,3,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,STATUS,3,indmach,stat,Machine status of 1 for in-service and 0 for out-of-service
1.27 Induction Machine Data,4,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,SCODE,4,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,SCODE,4,indmach,sc,Machine standard code
1.27 Induction Machine Data,5,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,DCODE,5,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,DCODE,5,indmach,dc,Machine design code
1.27 Induction Machine Data,6,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,AREA,6,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,AREA,6,indmach,area,Area to which the induction machine is assigned
1.27 Induction Machine Data,7,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,ZONE,7,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,ZONE,7,indmach,zone,Zone to which the induction machine is assigned
1.27 Induction Machine Data,8,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,OWNER,8,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,OWNER,8,indmach,owner,Owner to which the induction machine is assigned
1.27 Induction Machine Data,9,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,TCODE,9,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,TCODE,9,indmach,tc,Type of mechanical load torque variation
1.27 Induction Machine Data,10,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,BCODE,10,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,BCODE,10,indmach,bc,Machine base power code
1.27 Induction Machine Data,11,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,MBASE,11,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,MBASE,11,indmach,mbase,Machine base power; entered in MW or MVA
1.27 Induction Machine Data,12,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,RATEKV,12,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,RATEKV,12,indmach,ratekv,Machine rated voltage; entered in kV line-to-line
1.27 Induction Machine Data,13,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,PCODE,13,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,PCODE,13,indmach,pcode,Scheduled power code
1.27 Induction Machine Data,14,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,PSET,14,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,PSET,14,indmach,pset,Scheduled active power for a terminal voltage at the machine of 1.0 pu of the machine rated voltage; entered in MW
1.27 Induction Machine Data,15,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,H,15,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,H,15,indmach,hconst,Machine inertia; entered in per unit on MBASE base
1.27 Induction Machine Data,16,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,A,16,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,A,16,indmach,aconst,Constant that describes the variation of the torque of the mechanical load with speed
1.27 Induction Machine Data,17,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,B,17,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,B,17,indmach,bconst,Constant that describes the variation of the torque of the mechanical load with speed
1.27 Induction Machine Data,18,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,D,18,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,D,18,indmach,dconst,Constant that describes the variation of the torque of the mechanical load with speed
1.27 Induction Machine Data,19,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,E,19,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,E,19,indmach,econst,Constant that describes the variation of the torque of the mechanical load with speed
1.27 Induction Machine Data,20,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,RA,20,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,RA,20,indmach,ra,Armature resistance
1.27 Induction Machine Data,21,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,XA,21,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,XA,21,indmach,xa,Armature leakage reactance
1.27 Induction Machine Data,22,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,XM,22,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,XM,22,indmach,xm,Unsaturated magnetizing reactance
1.27 Induction Machine Data,23,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,R1,23,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,R1,23,indmach,r1,Resistance of the first rotor winding
1.27 Induction Machine Data,24,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X1,24,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X1,24,indmach,x1,Reactance of the first rotor winding
1.27 Induction Machine Data,25,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,R2,25,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,R2,25,indmach,r2,Resistance of the second rotor winding
1.27 Induction Machine Data,26,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X2,26,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X2,26,indmach,x2,Reactance of the second rotor winding
1.27 Induction Machine Data,27,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X3,27,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,X3,27,indmach,x3,Third rotor reactance
1.27 Induction Machine Data,28,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,E1,28,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,E1,28,indmach,e1,First terminal voltage point from the open circuit saturation curve
1.27 Induction Machine Data,29,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,SE1,29,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,SE1,29,indmach,se1,Saturation factor at terminal voltage E1
1.27 Induction Machine Data,30,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,E2,30,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,E2,30,indmach,e2,"Second terminal voltage point from the open circuit saturation curve, E2 (> 0.0); entered in per unit on RATEKV base"
1.27 Induction Machine Data,31,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,SE2,31,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,SE2,31,indmach,se2,Saturation factor at terminal voltage E2
1.27 Induction Machine Data,32,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,IA1,32,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,IA1,32,indmach,ia1,"Stator currents in PU specifying saturation of the stator leakage reactance, XA"
1.27 Induction Machine Data,33,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,IA2,33,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,IA2,33,indmach,ia2,"Stator currents in PU specifying saturation of the stator leakage reactance, XA"
1.27 Induction Machine Data,34,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,XAMULT,34,1,INDUCTION MACHINE DATA,INDUCTION MACHINE DATA,XAMULT,34,indmach,xamult,Multiplier for the saturated value. Allowed value 0 to 1.0
1.28.1 Substation Data Record,1,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,IS,1,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,IS,1,sub,isub,Substation number
1.28.1 Substation Data Record,2,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,NAME,2,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,NAME,2,sub,name,Substation name
1.28.1 Substation Data Record,3,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,LATI,3,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,LATI,3,sub,lati,Substation latitude in degrees
1.28.1 Substation Data Record,4,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,LONG,4,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,LONG,4,sub,long,Substation longitude in degrees
1.28.1 Substation Data Record,5,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,SRG,5,1,SUBSTATION DATA,SUBSTATION DATA BLOCK,SRG,5,sub,sgr,Substation grounding DC resistance in ohms
1.28.2 Node Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subnode,isub,Substation number
1.28.2 Node Data,1,1,SUBSTATION DATA,SUBSTATION NODE DATA,NI,1,1,SUBSTATION DATA,SUBSTATION NODE DATA,NI,2,subnode,inode,Node number
1.28.2 Node Data,2,1,SUBSTATION DATA,SUBSTATION NODE DATA,NAME,2,1,SUBSTATION DATA,SUBSTATION NODE DATA,NAME,3,subnode,name,Node name
1.28.2 Node Data,3,1,SUBSTATION DATA,SUBSTATION NODE DATA,I,3,1,SUBSTATION DATA,SUBSTATION NODE DATA,I,4,subnode,ibus,Electrical Bus number in bus branch model
1.28.2 Node Data,4,1,SUBSTATION DATA,SUBSTATION NODE DATA,STATUS,4,1,SUBSTATION DATA,SUBSTATION NODE DATA,STATUS,5,subnode,stat,Node status
1.28.2 Node Data,5,1,SUBSTATION DATA,SUBSTATION NODE DATA,VM,5,1,SUBSTATION DATA,SUBSTATION NODE DATA,VM,6,subnode,vm,Node voltage magnitude; entered in pu
1.28.2 Node Data,6,1,SUBSTATION DATA,SUBSTATION NODE DATA,VA,6,1,SUBSTATION DATA,SUBSTATION NODE DATA,VA,7,subnode,va,Node voltage phase angle; entered in degrees
1.28.3 Station Switching Device Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subswd,isub,Substation number
1.28.3 Station Switching Device Data,1,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NI,1,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NI,2,subswd,inode,From node number
1.28.3 Station Switching Device Data,2,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NJ,2,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NJ,3,subswd,jnode,To node number
1.28.3 Station Switching Device Data,3,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,CKT,3,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,CKT,4,subswd,swlid,Two-character uppercase non-blank alphanumeric switching device identifier
1.28.3 Station Switching Device Data,4,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NAME,4,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NAME,5,subswd,name,Switching device name
1.28.3 Station Switching Device Data,5,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,TYPE,5,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,TYPE,6,subswd,type,Switching device type
1.28.3 Station Switching Device Data,6,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,STATUS,6,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,STATUS,7,subswd,stat,Switching device status
1.28.3 Station Switching Device Data,7,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NSTAT,7,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,NSTAT,8,subswd,nstat,Switching device normal status
1.28.3 Station Switching Device Data,8,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,X,8,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,X,9,subswd,xpu,Switching device reactance; entered in pu
1.28.3 Station Switching Device Data,9,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE1,9,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE1,10,subswd,rate1,First rating
1.28.3 Station Switching Device Data,10,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE2,10,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE2,11,subswd,rate2,Second rating
1.28.3 Station Switching Device Data,11,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE3,11,1,SUBSTATION SWITCHING DEVICE DATA,SUBSTATION SWITCHING DEVICE DATA,RATE3,12,subswd,rate3,Third rating
1.28.4 Equipment Terminal Data,1,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,I,1,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,I,N/A,subterm,isub,Bus number
1.28.4 Equipment Terminal Data,2,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,NI,2,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,NI,N/A,subterm,inode,Node number
1.28.4 Equipment Terminal Data,3,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,TYPE,3,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,TYPE,N/A,subterm,type,"Type: M: mchine terminal, 3: 3-winding, 2: 2-winding, B: branch, F: fixed shunt, L: load, S: switched shunt, I: induction machine, D: 2-term DC line, V: voltage source converter (vsc), N: multi-terminal DC line, A: FACTS device"
1.28.4 Equipment Terminal Data,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,N/A,N/A,subterm,type,"Type: M: mchine terminal, 3: 3-winding, 2: 2-winding, B: branch, F: fixed shunt, L: load, S: switched shunt, I: induction machine, D: 2-term DC line, V: voltage source converter (vsc), N: multi-terminal DC line, A: FACTS device"
1.28.4 Equipment Terminal Data,4,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,J,4,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,J,N/A,subterm,ibus,Bus number
1.28.4 Equipment Terminal Data,5,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,K,5,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,K,N/A,subterm,jbus,Bus number
1.28.4 Equipment Terminal Data,6,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,ID,6,1,SUBSTATION TERMINAL DATA,SUBSTATION TERMINAL DATA,ID,N/A,subterm,kbus,Equipment ID
1.28.4 ETD - Load Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,Substation number
1.28.4 ETD - Load Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,Bus number
1.28.4 ETD - Load Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,Node number
1.28.4 ETD - Load Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,Single character �L� to indicate the record contains terminal information for a Load
1.28.4 ETD - Load Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,Equipment ID
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,Substation number
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,Bus number
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,Node number
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,Single character �F� to indicate the record contains terminal information for a Fixed Shunt
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,Equipment ID
1.28.4 ETD - Fixed Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,Bus number
1.28.4 ETD - Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,Substation number
1.28.4 ETD - Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,Bus number
1.28.4 ETD - Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,Node number
1.28.4 ETD - Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,Single character �M� to indicate the record contains terminal information for a Machine
1.28.4 ETD - Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,Equipment ID
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,Substation number
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,From bus number
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,From node number
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,Specifies that the record contains terminal information for a non-transformer or twowinding transformer
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,6,subterm,jbus,To bus number
1.28.4 ETD - Branch and two winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,One or two-character uppercase non-blank alphanumeric switching device identifier
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,Substation number
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,From bus number
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,From node number
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,Single character �3� to indicate the record contains terminal information for a threewinding transformer
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,6,subterm,jbus,To bus number
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,7,subterm,kbus,To bus number
1.28.4 ETD - Three winding Transformer Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,One or two-character uppercase non-blank alphanumeric switching device identifier
1.28.4 ETD - Switched Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,Substation number
1.28.4 ETD - Switched Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,Bus number
1.28.4 ETD - Switched Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,Node number
1.28.4 ETD - Switched Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,Single character �S� to indicate the record contains terminal information for a switched shunt.
1.28.4 ETD - Switched Shunt Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,Equipment ID
1.28.4 ETD - Induction Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,Substation number
1.28.4 ETD - Induction Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,Bus number
1.28.4 ETD - Induction Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,Node number
1.28.4 ETD - Induction Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,Single character �I� to indicate the record contains terminal information for an induction machine
1.28.4 ETD - Induction Machine Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,Equipment ID
1.28.4 ETD - Two-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,Substation number
1.28.4 ETD - Two-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,Bus number
1.28.4 ETD - Two-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,Node number
1.28.4 ETD - Two-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,Single character �D� to indicate that the record contains terminal information for a twoterminal dc line connection
1.28.4 ETD - Two-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,Equipment ID
1.28.4 ETD - Voltage Source Converter (VSC) DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,Substation number
1.28.4 ETD - Voltage Source Converter (VSC) DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,Bus number
1.28.4 ETD - Voltage Source Converter (VSC) DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,Node number
1.28.4 ETD - Voltage Source Converter (VSC) DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,Single character �V� to indicate that the record contains terminal information for a VSC dc line connection
1.28.4 ETD - Voltage Source Converter (VSC) DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,Equipment ID
1.28.4 ETD - Multi-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,Substation number
1.28.4 ETD - Multi-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,Bus number
1.28.4 ETD - Multi-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,Node number
1.28.4 ETD - Multi-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,Single character �N� to indicate that the record contains terminal information for a multi- terminal dc line connection
1.28.4 ETD - Multi-terminal DC Line Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,Equipment ID
1.28.4 ETD - FACTS Device Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,subterm,isub,Substation number
1.28.4 ETD - FACTS Device Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,subterm,ibus,Bus number
1.28.4 ETD - FACTS Device Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,subterm,inode,Node number
1.28.4 ETD - FACTS Device Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,subterm,type,Single character �A� to indicate that the record contains terminal information for a FACTS device connectionconnection
1.28.4 ETD - FACTS Device Terminal Data,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,subterm,equid,Equipment ID
