dataformat_pdf_section,field_idx_raw_34,row_raw_34,section_raw_34,subsection_raw_34,field_raw_34,field_idx_raw_35,row_raw_35,section_raw_35,subsection_raw_35,field_raw_35,field_id_rawx,section_rawx,field_rawx,inch_section,inch_field,Inch_change,notes
1.5 Case Identification Data,1,1,N/A,N/A,IC,1,1,N/A,N/A,IC,1,caseid,ic,N/A,N/A,N/A,New case flag
1.5 Case Identification Data,2,1,N/A,N/A,SBASE,2,1,N/A,N/A,SBASE,2,caseid,sbase,N/A,N/A,N/A,System MVA base
1.5 Case Identification Data,3,1,N/A,N/A,REV,3,1,N/A,N/A,REV,3,caseid,rev,N/A,N/A,N/A,PSSE revision number
1.5 Case Identification Data,4,1,N/A,N/A,XFRRAT,4,1,N/A,N/A,XFRRAT,4,caseid,xfrrat,N/A,N/A,N/A,Units of transformer ratings
1.5 Case Identification Data,5,1,N/A,N/A,NXFRAT,5,1,N/A,N/A,NXFRAT,5,caseid,nxfrat,N/A,N/A,N/A,Units of ratings of non-transformer branches
1.5 Case Identification Data,6,1,N/A,N/A,BASFRQ,6,1,N/A,N/A,BASFRQ,6,caseid,basfrq,N/A,N/A,N/A,System base frequency in Hertz
1.5 Case Identification Data,N/A,1,N/A,N/A,N/A,7,1,N/A,N/A,N/A,7,caseid,title1,N/A,N/A,N/A,First line of the case title
1.5 Case Identification Data,N/A,1,N/A,N/A,N/A,8,1,N/A,N/A,N/A,8,caseid,title2,N/A,N/A,N/A,Second line of the case title
1.6.1 General Record,2,1,GENERAL,GENERAL,THRSHZ,2,1,GENERAL,GENERAL,THRSHZ,1,general,thrshz,N/A,N/A,N/A,the zero impedance line threshold tolerance
1.6.1 General Record,3,1,GENERAL,GENERAL,PQBRAK,3,1,GENERAL,GENERAL,PQBRAK,2,general,pqbrak,N/A,N/A,N/A,the constant power load characteristic voltage breakpoint
1.6.1 General Record,4,1,GENERAL,GENERAL,BLOWUP,4,1,GENERAL,GENERAL,BLOWUP,3,general,blowup,N/A,N/A,N/A,the largest voltage change threshold
1.6.1 General Record,N/A,1,N/A,N/A,N/A,5,1,GENERAL,N/A,N/A,4,general,maxisollvls,N/A,N/A,N/A,the maximum levels to move outward from a element when attempting to isolate it by breaker/switch actions
1.6.1 General Record,N/A,1,N/A,N/A,N/A,6,1,GENERAL,N/A,N/A,5,general,camaxreptsln,N/A,N/A,N/A,the maximum number of times to try and solve a contingency/remedial action
1.6.1 General Record,N/A,1,N/A,N/A,N/A,7,1,GENERAL,N/A,N/A,6,general,chkdupcntlbl,N/A,N/A,N/A,check for duplicate contingency labels when create DFAX file and running contingency analysis
1.6.2 GAUSS Record,2,1,GAUSS,GAUSS,ITMX,2,1,GAUSS,GAUSS,ITMX,1,gauss,itmx,N/A,N/A,N/A,the maximum number of iterations
1.6.2 GAUSS Record,3,1,GAUSS,GAUSS,ACCP,3,1,GAUSS,GAUSS,ACCP,2,gauss,accp,N/A,N/A,N/A,real component voltage change acceleration factor
1.6.2 GAUSS Record,4,1,GAUSS,GAUSS,ACCQ,4,1,GAUSS,GAUSS,ACCQ,3,gauss,accq,N/A,N/A,N/A,imaginary component voltage change acceleration factor
1.6.2 GAUSS Record,5,1,GAUSS,GAUSS,ACCM,5,1,GAUSS,GAUSS,ACCM,4,gauss,accm,N/A,N/A,N/A,type 1 bus complex voltage change acceleration factor in MSLV
1.6.2 GAUSS Record,6,1,GAUSS,GAUSS,TOL,6,1,GAUSS,GAUSS,TOL,5,gauss,tol,N/A,N/A,N/A,voltage magnitude change convergence tolerance
1.6.3 NEWTON Record,2,1,NEWTON,NEWTON,ITMXN,2,1,NEWTON,NEWTON,ITMXN,1,newton,itmxn,N/A,N/A,N/A,the maximum number of iterations
1.6.3 NEWTON Record,3,1,NEWTON,NEWTON,ACCN,3,1,NEWTON,NEWTON,ACCN,2,newton,accn,N/A,N/A,N/A,voltage magnitude setpoint change acceleration factor at voltage controlled buses
1.6.3 NEWTON Record,4,1,NEWTON,NEWTON,TOLN,4,1,NEWTON,NEWTON,TOLN,3,newton,toln,N/A,N/A,N/A,mismatch convergence tolerance
1.6.3 NEWTON Record,5,1,NEWTON,NEWTON,VCTOLQ,5,1,NEWTON,NEWTON,VCTOLQ,4,newton,vctolq,N/A,N/A,N/A,controlled bus reactive power mismatch convergence tolerance
1.6.3 NEWTON Record,6,1,NEWTON,NEWTON,VCTOLV,6,1,NEWTON,NEWTON,VCTOLV,5,newton,vctolv,N/A,N/A,N/A,controlled bus voltage error convergence tolerance
1.6.3 NEWTON Record,7,1,NEWTON,NEWTON,DVLIM,7,1,NEWTON,NEWTON,DVLIM,6,newton,dvlim,N/A,N/A,N/A,maximum voltage magnitude change that may be applied on any iteration
1.6.3 NEWTON Record,8,1,NEWTON,NEWTON,NDVFCT,8,1,NEWTON,NEWTON,NDVFCT,7,newton,ndvfct,N/A,N/A,N/A,non-divergent solution improvement factor
1.6.4 ADJUST Record,2,1,ADJUST,ADJUST,ADJTHR,2,1,ADJUST,ADJUST,ADJTHR,1,adjust,adjthr,N/A,N/A,N/A,automatic adjustment threshold tolerance
1.6.4 ADJUST Record,3,1,ADJUST,ADJUST,ACCTAP,3,1,ADJUST,ADJUST,ACCTAP,2,adjust,acctap,N/A,N/A,N/A,tap movement deceleration factor
1.6.4 ADJUST Record,4,1,ADJUST,ADJUST,TAPLIM,4,1,ADJUST,ADJUST,TAPLIM,3,adjust,taplim,N/A,N/A,N/A,maximum tap ratio change on any iteration
1.6.4 ADJUST Record,5,1,ADJUST,ADJUST,SWVBND,5,1,ADJUST,ADJUST,SWVBND,4,adjust,swvbnd,N/A,N/A,N/A,percent of voltage band switched shunts with voltage violations that are adjusted on any iteration
1.6.4 ADJUST Record,6,1,ADJUST,ADJUST,MXTPSS,6,1,ADJUST,ADJUST,MXTPSS,5,adjust,mxtpss,N/A,N/A,N/A,maximum number of tap and/or switched shunt adjustment cycles
1.6.4 ADJUST Record,7,1,ADJUST,ADJUST,MXSWIM,7,1,ADJUST,ADJUST,MXSWIM,6,adjust,mxswim,N/A,N/A,N/A,maximum number of induction machine state switching
1.6.5 TYSL Record,2,1,TYSL,TYSL,ITMXTY,2,1,TYSL,TYSL,ITMXTY,1,tysl,itmxty,N/A,N/A,N/A,the maximum number of iterations
1.6.5 TYSL Record,3,1,TYSL,TYSL,ACCTY,3,1,TYSL,TYSL,ACCTY,2,tysl,accty,N/A,N/A,N/A,voltage change acceleration factor
1.6.5 TYSL Record,4,1,TYSL,TYSL,TOLTY,4,1,TYSL,TYSL,TOLTY,3,tysl,tolty,N/A,N/A,N/A,voltage magnitude change convergence tolerance
1.6.6 SOLVER Record,2,1,SOLVER,SOLVER,METHOD,2,1,SOLVER,SOLVER,METHOD,1,solver,method,N/A,N/A,N/A,"Name of the solution method (either FDNS, FNSL, NSOL, SOLV or MSLV)"
1.6.6 SOLVER Record,3,1,SOLVER,SOLVER,ACTAPS,3,1,SOLVER,SOLVER,ACTAPS,2,solver,actaps,N/A,N/A,N/A,the ac tap adjustment code
1.6.6 SOLVER Record,4,1,SOLVER,SOLVER,AREAIN,4,1,SOLVER,SOLVER,AREAIN,3,solver,areain,N/A,N/A,N/A,the area interchange adjustment code
1.6.6 SOLVER Record,5,1,SOLVER,SOLVER,PHSHFT,5,1,SOLVER,SOLVER,PHSHFT,4,solver,phshft,N/A,N/A,N/A,the phase shift adjustment code
1.6.6 SOLVER Record,6,1,SOLVER,SOLVER,DCTAPS,6,1,SOLVER,SOLVER,DCTAPS,5,solver,dctaps,N/A,N/A,N/A,the dc tap adjustment code
1.6.6 SOLVER Record,7,1,SOLVER,SOLVER,SWSHNT,7,1,SOLVER,SOLVER,SWSHNT,6,solver,swshnt,N/A,N/A,N/A,the dc tap adjustment code
1.6.6 SOLVER Record,8,1,SOLVER,SOLVER,FLATST,8,1,SOLVER,SOLVER,FLATST,7,solver,flatst,N/A,N/A,N/A,the flat start code
1.6.6 SOLVER Record,9,1,SOLVER,SOLVER,VARLIM,9,1,SOLVER,SOLVER,VARLIM,8,solver,varlim,N/A,N/A,N/A,the reactive power limit application code
1.6.6 SOLVER Record,10,1,SOLVER,SOLVER,NONDIV,10,1,SOLVER,SOLVER,NONDIV,9,solver,nondiv,N/A,N/A,N/A,the non-divergent solution code
1.6.7 RATING Record,2,1,RATING,RATING,RATING SET,2,1,RATING,RATING,RATING SET,1,rating,irate,N/A,N/A,N/A,the number of the rating set (1 through 12)
1.6.7 RATING Record,3,1,RATING,RATING,NAME,3,1,RATING,RATING,NAME,2,rating,name,N/A,N/A,N/A,a quoted string that contains the rating�s name (this is used as a column heading in several reports
1.6.7 RATING Record,4,1,RATING,RATING,DESCRIPTION,4,1,RATING,RATING,DESCRIPTION,3,rating,desc,N/A,N/A,N/A,a quoted string that contains the rating�s description
1.7 Bus Data,1,1,BUS DATA,BUS DATA,I,1,1,BUS DATA,BUS DATA,I,1,bus,ibus,DATA_BUS,BusNum,N/A,Bus number
1.7 Bus Data,2,1,BUS DATA,BUS DATA,NAME,2,1,BUS DATA,BUS DATA,NAME,2,bus,name,DATA_BUS,BusName,N/A,Alphanumeric identifier assigned to bus
1.7 Bus Data,3,1,BUS DATA,BUS DATA,BASKV,3,1,BUS DATA,BUS DATA,BASKV,3,bus,baskv,DATA_BUS,BusNomVolt,N/A,Bus base voltage; entered in kV
1.7 Bus Data,4,1,BUS DATA,BUS DATA,IDE,4,1,BUS DATA,BUS DATA,IDE,4,bus,ide,DATA_BUS,BusType,N/A,Bus type code
1.7 Bus Data,5,1,BUS DATA,BUS DATA,AREA,5,1,BUS DATA,BUS DATA,AREA,5,bus,area,DATA_BUS,AreaNum,N/A,Area number
1.7 Bus Data,6,1,BUS DATA,BUS DATA,ZONE,6,1,BUS DATA,BUS DATA,ZONE,6,bus,zone,DATA_BUS,ZoneNum,N/A,Zone number
1.7 Bus Data,7,1,BUS DATA,BUS DATA,OWNER,7,1,BUS DATA,BUS DATA,OWNER,7,bus,owner,DATA_BUS,OwnerNum,N/A,Owner number
1.7 Bus Data,8,1,BUS DATA,BUS DATA,VM,8,1,BUS DATA,BUS DATA,VM,8,bus,vm,DATA_BUS,BusVoltPU,N/A,Bus voltage magnitude; entered in pu
1.7 Bus Data,9,1,BUS DATA,BUS DATA,VA,9,1,BUS DATA,BUS DATA,VA,9,bus,va,DATA_BUS,BusAngle,N/A,Bus voltage phase angle; entered in degrees
1.7 Bus Data,10,1,BUS DATA,BUS DATA,NVHI,10,1,BUS DATA,BUS DATA,NVHI,10,bus,nvhi,DATA_BUS,VmaxNorm,N/A,Normal voltage magnitude high limit; entered in pu.
1.7 Bus Data,11,1,BUS DATA,BUS DATA,NVLO,11,1,BUS DATA,BUS DATA,NVLO,11,bus,nvlo,DATA_BUS,VminNorm,N/A,"Normal voltage magnitude low limit, entered in pu."
1.7 Bus Data,12,1,BUS DATA,BUS DATA,EVHI,12,1,BUS DATA,BUS DATA,EVHI,12,bus,evhi,DATA_BUS,VmaxCont,N/A,Emergency voltage magnitude high limit; entered in pu.
1.7 Bus Data,13,1,BUS DATA,BUS DATA,EVLO,13,1,BUS DATA,BUS DATA,EVLO,13,bus,evlo,DATA_BUS,VminCont,N/A,Emergency voltage magnitude low limit; entered in pu.
1.8 Load Data,1,1,LOAD DATA,LOAD DATA,I,1,1,LOAD DATA,LOAD DATA,I,1,load,ibus,DATA_LOAD,BusNum,N/A,Bus number
1.8 Load Data,2,1,LOAD DATA,LOAD DATA,ID,2,1,LOAD DATA,LOAD DATA,ID,2,load,loadid,DATA_LOAD,LoadID,N/A,load identifier used to distinguish among multiple loads at bus I
1.8 Load Data,3,1,LOAD DATA,LOAD DATA,STATUS,3,1,LOAD DATA,LOAD DATA,STATUS,3,load,stat,DATA_LOAD,Status,N/A,Load status of one for in-service and zero for out-of-service
1.8 Load Data,4,1,LOAD DATA,LOAD DATA,AREA,4,1,LOAD DATA,LOAD DATA,AREA,4,load,area,DATA_LOAD,LoadArea,N/A,Area to which the load is assigned
1.8 Load Data,5,1,LOAD DATA,LOAD DATA,ZONE,5,1,LOAD DATA,LOAD DATA,ZONE,5,load,zone,DATA_LOAD,LoadZone,N/A,Zone to which the load is assigned
1.8 Load Data,6,1,LOAD DATA,LOAD DATA,PL,6,1,LOAD DATA,LOAD DATA,PL,6,load,pl,DATA_LOAD,LoadP0,N/A,Active power component of constant MVA load; entered in MW.
1.8 Load Data,7,1,LOAD DATA,LOAD DATA,QL,7,1,LOAD DATA,LOAD DATA,QL,7,load,ql,DATA_LOAD,LoadQ0,N/A,Reactive power component of constant MVA load; entered in Mvar.
1.8 Load Data,8,1,LOAD DATA,LOAD DATA,IP,8,1,LOAD DATA,LOAD DATA,IP,8,load,ip,DATA_LOAD,LoadP1,N/A,Active power component of constant current load; entered in MW at one per unit voltage.
1.8 Load Data,9,1,LOAD DATA,LOAD DATA,IQ,9,1,LOAD DATA,LOAD DATA,IQ,9,load,iq,DATA_LOAD,LoadQ1,N/A,Reactive power component of constant current load; entered in Mvar at one per unit voltage.
1.8 Load Data,10,1,LOAD DATA,LOAD DATA,YP,10,1,LOAD DATA,LOAD DATA,YP,10,load,yp,DATA_LOAD,LoadP2,N/A,Active power component of constant admittance load; entered in MW at one per unit voltage.
1.8 Load Data,11,1,LOAD DATA,LOAD DATA,YQ,11,1,LOAD DATA,LOAD DATA,YQ,11,load,yq,DATA_LOAD,LoadQ2,N/A,Reactive power component of constant admittance load; entered in Mvar at one per unit voltage.
1.8 Load Data,12,1,LOAD DATA,LOAD DATA,OWNER,12,1,LOAD DATA,LOAD DATA,OWNER,12,load,owner,DATA_LOAD,LoadOwner,N/A,Owner to which the load is assigned
1.8 Load Data,13,1,LOAD DATA,LOAD DATA,SCALE,13,1,LOAD DATA,LOAD DATA,SCALE,13,load,scale,DATA_LOAD,ConfirmFlag,N/A,Load scaling flag of one for a scalable load and zero for a fixed load
1.8 Load Data,14,1,LOAD DATA,LOAD DATA,INTRPT,14,1,LOAD DATA,LOAD DATA,INTRPT,14,load,intrpt,DATA_LOAD,N/A,N/A,Interruptible load flag of one for an interruptible load for zero for a non interruptible load.
1.8 Load Data,15,1,LOAD DATA,LOAD DATA,DGENP,15,1,LOAD DATA,LOAD DATA,DGENP,15,load,dgenp,DATA_LOAD,N/A,N/A,Distributed Generation active power component; entered in units of MW.
1.8 Load Data,16,1,LOAD DATA,LOAD DATA,DGENQ,16,1,LOAD DATA,LOAD DATA,DGENQ,16,load,dgenq,DATA_LOAD,N/A,N/A,Distributed Generation reactive power component; entered in units of MVAR
1.8 Load Data,17,1,LOAD DATA,LOAD DATA,DGENM,17,1,LOAD DATA,LOAD DATA,DGENM,17,load,dgenm,DATA_LOAD,N/A,N/A,"Distributed Generation operation mode; 0 = distributed generation on feeder is OFF, 1 = distributed generation on feeder is ON."
1.8 Load Data,N/A,1,N/A,N/A,N/A,18,1,LOAD DATA,LOAD DATA,LOADTYPE,18,load,loadtype,DATA_LOAD,N/A,N/A,Alphanumeric load type descriptor of up to twelve characters used to distinguish among different types of load
1.9 Fixed Bus Shunt Data,1,1,FIXED SHUNT DATA,FIXED SHUNT DATA,I,1,1,FIXED SHUNT DATA,FIXED SHUNT DATA,I,1,fixshunt,ibus,DATA_FXSHUNT,BusNum,N/A,Bus number
1.9 Fixed Bus Shunt Data,2,1,FIXED SHUNT DATA,FIXED SHUNT DATA,ID,2,1,FIXED SHUNT DATA,FIXED SHUNT DATA,ID,2,fixshunt,shntid,DATA_FXSHUNT,ShuntID,N/A,alphanumeric fixed shunt identifier used to distinguish among multiple fixed shunts at bus
1.9 Fixed Bus Shunt Data,3,1,FIXED SHUNT DATA,FIXED SHUNT DATA,STATUS,3,1,FIXED SHUNT DATA,FIXED SHUNT DATA,STATUS,3,fixshunt,stat,DATA_FXSHUNT,Status,N/A,Shunt status of one for in-service and zero for out-of-service
1.9 Fixed Bus Shunt Data,4,1,FIXED SHUNT DATA,FIXED SHUNT DATA,GL,4,1,FIXED SHUNT DATA,FIXED SHUNT DATA,GL,4,fixshunt,gl,DATA_FXSHUNT,ShuntMW,N/A,Active component of shunt admittance to ground; entered in MW at one per unit voltage
1.9 Fixed Bus Shunt Data,5,1,FIXED SHUNT DATA,FIXED SHUNT DATA,BL,5,1,FIXED SHUNT DATA,FIXED SHUNT DATA,BL,5,fixshunt,bl,DATA_FXSHUNT,ShuntMVAr,N/A,Reactive component of shunt admittance to ground; entered in Mvar at one per unit voltage
1.10 Generator Data,1,1,GENERATOR DATA,GENERATOR DATA,I,1,1,GENERATOR DATA,GENERATOR DATA,I,1,generator,ibus,DATA_GEN,BusNum,N/A,Bus number
1.10 Generator Data,2,1,GENERATOR DATA,GENERATOR DATA,ID,2,1,GENERATOR DATA,GENERATOR DATA,ID,2,generator,machid,DATA_GEN,GenID,N/A,alphanumeric machine identifier used to distinguish among multiple machines at bus
1.10 Generator Data,3,1,GENERATOR DATA,GENERATOR DATA,PG,3,1,GENERATOR DATA,GENERATOR DATA,PG,3,generator,pg,DATA_GEN,GenMW,N/A,Generator active power output; entered in MW
1.10 Generator Data,4,1,GENERATOR DATA,GENERATOR DATA,QG,4,1,GENERATOR DATA,GENERATOR DATA,QG,4,generator,qg,DATA_GEN,GenMVR,N/A,Generator reactive power output; entered in Mvar
1.10 Generator Data,5,1,GENERATOR DATA,GENERATOR DATA,QT,5,1,GENERATOR DATA,GENERATOR DATA,QT,5,generator,qt,DATA_GEN,GenMVRMax,N/A,Maximum generator reactive power output; entered in Mvar
1.10 Generator Data,6,1,GENERATOR DATA,GENERATOR DATA,QB,6,1,GENERATOR DATA,GENERATOR DATA,QB,6,generator,qb,DATA_GEN,GenMVRMin,N/A,Minimum generator reactive power output; entered in Mvar
1.10 Generator Data,7,1,GENERATOR DATA,GENERATOR DATA,VS,7,1,GENERATOR DATA,GENERATOR DATA,VS,7,generator,vs,DATA_GEN,VoltTarg,N/A,Regulated voltage setpoint; entered in pu.
1.10 Generator Data,8,1,GENERATOR DATA,GENERATOR DATA,IREG,8,1,GENERATOR DATA,GENERATOR DATA,IREG,8,generator,ireg,DATA_GEN,GenRegBusNum,N/A,Bus number for which voltage is to be regulated by this plant to the value specified by VS
1.10 Generator Data,29,1,GENERATOR DATA,GENERATOR DATA,NREG,9,1,GENERATOR DATA,GENERATOR DATA,NREG,9,generator,nreg,DATA_GEN,N/A,N/A,A node number of bus IREG
1.10 Generator Data,9,1,GENERATOR DATA,GENERATOR DATA,MBASE,10,1,GENERATOR DATA,GENERATOR DATA,MBASE,10,generator,mbase,DATA_GEN,MBase,N/A,Total MVA base of the units represented by this machine; entered in MVA
1.10 Generator Data,10,1,GENERATOR DATA,GENERATOR DATA,ZR,11,1,GENERATOR DATA,GENERATOR DATA,ZR,11,generator,zr,DATA_GEN,Rsource,N/A,"Complex machine impedance, ZSORCE; entered in pu on MBASE base"
1.10 Generator Data,11,1,GENERATOR DATA,GENERATOR DATA,ZX,12,1,GENERATOR DATA,GENERATOR DATA,ZX,12,generator,zx,DATA_GEN,Xsource,N/A,"Complex machine impedance, ZSORCE; entered in pu on MBASE base"
1.10 Generator Data,12,1,GENERATOR DATA,GENERATOR DATA,RT,13,1,GENERATOR DATA,GENERATOR DATA,RT,13,generator,rt,DATA_GEN,RTran,N/A,"Step-up transformer impedance, XTRAN; entered in pu on MBASE base"
1.10 Generator Data,13,1,GENERATOR DATA,GENERATOR DATA,XT,14,1,GENERATOR DATA,GENERATOR DATA,XT,14,generator,xt,DATA_GEN,XTran,N/A,"Step-up transformer impedance, XTRAN; entered in pu on MBASE base"
1.10 Generator Data,14,1,GENERATOR DATA,GENERATOR DATA,GTAP,15,1,GENERATOR DATA,GENERATOR DATA,GTAP,15,generator,gtap,DATA_GEN,GenTap,N/A,Step-up transformer off-nominal turns ratio; entered in pu on a system base. GTAP is used only if XTRAN is non-zero
1.10 Generator Data,15,1,GENERATOR DATA,GENERATOR DATA,STAT,16,1,GENERATOR DATA,GENERATOR DATA,STAT,16,generator,stat,DATA_GEN,Status,N/A,Machine status of one for in-service and zero for out-of-service
1.10 Generator Data,16,1,GENERATOR DATA,GENERATOR DATA,RMPCT,17,1,GENERATOR DATA,GENERATOR DATA,RMPCT,17,generator,rmpct,DATA_GEN,GenRMPCT,N/A,Percent of the total Mvar required to hold the voltage at the bus controlled by bus I that are to be contributed by the generation at bus I
1.10 Generator Data,17,1,GENERATOR DATA,GENERATOR DATA,PT,18,1,GENERATOR DATA,GENERATOR DATA,PT,18,generator,pt,DATA_GEN,GenMWMax,N/A,Maximum generator active power output; entered in MW.
1.10 Generator Data,18,1,GENERATOR DATA,GENERATOR DATA,PB,19,1,GENERATOR DATA,GENERATOR DATA,PB,19,generator,pb,DATA_GEN,GenMWMin,N/A,Minimum generator active power output; entered in MW.
1.10 Generator Data,N/A,1,N/A,N/A,N/A,20,1,GENERATOR DATA,N/A,N/A,20,generator,baslod,DATA_GEN,N/A,N/A,Base loaded flag
1.10 Generator Data,19,1,GENERATOR DATA,GENERATOR DATA,O1,21,1,GENERATOR DATA,GENERATOR DATA,O1,21,generator,o1,DATA_GEN,Own1,N/A,Owner number
1.10 Generator Data,20,1,GENERATOR DATA,GENERATOR DATA,F1,22,1,GENERATOR DATA,GENERATOR DATA,F1,22,generator,f1,DATA_GEN,Own1%,N/A,Fraction of total ownership assigned to owner Oi
1.10 Generator Data,21,1,GENERATOR DATA,GENERATOR DATA,O2,23,1,GENERATOR DATA,GENERATOR DATA,O2,23,generator,o2,DATA_GEN,Own2,N/A,Owner number
1.10 Generator Data,22,1,GENERATOR DATA,GENERATOR DATA,F2,24,1,GENERATOR DATA,GENERATOR DATA,F2,24,generator,f2,DATA_GEN,Own2%,N/A,Fraction of total ownership assigned to owner Oi
1.10 Generator Data,23,1,GENERATOR DATA,GENERATOR DATA,O3,25,1,GENERATOR DATA,GENERATOR DATA,O3,25,generator,o3,DATA_GEN,Own3,N/A,Owner number
1.10 Generator Data,24,1,GENERATOR DATA,GENERATOR DATA,F3,26,1,GENERATOR DATA,GENERATOR DATA,F3,26,generator,f3,DATA_GEN,Own3%,N/A,Fraction of total ownership assigned to owner Oi
1.10 Generator Data,25,1,GENERATOR DATA,GENERATOR DATA,O4,27,1,GENERATOR DATA,GENERATOR DATA,O4,27,generator,o4,DATA_GEN,Own4,N/A,Owner number
1.10 Generator Data,26,1,GENERATOR DATA,GENERATOR DATA,F4,28,1,GENERATOR DATA,GENERATOR DATA,F4,28,generator,f4,DATA_GEN,Own4%,N/A,Fraction of total ownership assigned to owner Oi
1.10 Generator Data,27,1,GENERATOR DATA,GENERATOR DATA,WMOD,29,1,GENERATOR DATA,GENERATOR DATA,WMOD,29,generator,wmod,DATA_GEN,N/A,N/A,Machine control mode
1.10 Generator Data,28,1,GENERATOR DATA,GENERATOR DATA,WPF,30,1,GENERATOR DATA,GENERATOR DATA,WPF,30,generator,wpf,DATA_GEN,N/A,N/A,Power factor used in calculating reactive power limits or output when WMOD is 2 or 3
1.11 Non-Transformer Branch Data,1,1,BRANCH DATA,BRANCH DATA,I,1,1,BRANCH DATA,BRANCH DATA,I,1,acline,ibus,DATA_BRANCH,BusNumFr,N/A,Branch from bus number
1.11 Non-Transformer Branch Data,2,1,BRANCH DATA,BRANCH DATA,J,2,1,BRANCH DATA,BRANCH DATA,J,2,acline,jbus,DATA_BRANCH,BusNumTo,N/A,Branch to bus number
1.11 Non-Transformer Branch Data,3,1,BRANCH DATA,BRANCH DATA,CKT,3,1,BRANCH DATA,BRANCH DATA,CKT,3,acline,ckt,DATA_BRANCH,CKT,N/A,alphanumeric branch circuit identifier
1.11 Non-Transformer Branch Data,4,1,BRANCH DATA,BRANCH DATA,R,4,1,BRANCH DATA,BRANCH DATA,R,4,acline,rpu,DATA_BRANCH,R,N/A,Branch resistance; entered in pu.
1.11 Non-Transformer Branch Data,5,1,BRANCH DATA,BRANCH DATA,X,5,1,BRANCH DATA,BRANCH DATA,X,5,acline,xpu,DATA_BRANCH,X,N/A,Branch reactance; entered in pu
1.11 Non-Transformer Branch Data,6,1,BRANCH DATA,BRANCH DATA,B,6,1,BRANCH DATA,BRANCH DATA,B,6,acline,bpu,DATA_BRANCH,Charg,N/A,Total branch charging susceptance; entered in pu.
1.11 Non-Transformer Branch Data,7,1,BRANCH DATA,BRANCH DATA,NAME,7,1,BRANCH DATA,BRANCH DATA,NAME,7,acline,name,DATA_BRANCH,BranchName,N/A,Alphanumeric identifier assigned to the branch
1.11 Non-Transformer Branch Data,8,1,BRANCH DATA,BRANCH DATA,RATE1,8,1,BRANCH DATA,BRANCH DATA,RATE1,8,acline,rate1,DATA_BRANCH,Rate1,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,9,1,BRANCH DATA,BRANCH DATA,RATE2,9,1,BRANCH DATA,BRANCH DATA,RATE2,9,acline,rate2,DATA_BRANCH,Rate2,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,10,1,BRANCH DATA,BRANCH DATA,RATE3,10,1,BRANCH DATA,BRANCH DATA,RATE3,10,acline,rate3,DATA_BRANCH,Rate3,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,11,1,BRANCH DATA,BRANCH DATA,RATE4,11,1,BRANCH DATA,BRANCH DATA,RATE4,11,acline,rate4,DATA_BRANCH,Rate4,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,12,1,BRANCH DATA,BRANCH DATA,RATE5,12,1,BRANCH DATA,BRANCH DATA,RATE5,12,acline,rate5,DATA_BRANCH,Rate5,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,13,1,BRANCH DATA,BRANCH DATA,RATE6,13,1,BRANCH DATA,BRANCH DATA,RATE6,13,acline,rate6,DATA_BRANCH,Rate6,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,14,1,BRANCH DATA,BRANCH DATA,RATE7,14,1,BRANCH DATA,BRANCH DATA,RATE7,14,acline,rate7,DATA_BRANCH,Rate7,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,15,1,BRANCH DATA,BRANCH DATA,RATE8,15,1,BRANCH DATA,BRANCH DATA,RATE8,15,acline,rate8,DATA_BRANCH,Rate8,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,16,1,BRANCH DATA,BRANCH DATA,RATE9,16,1,BRANCH DATA,BRANCH DATA,RATE9,16,acline,rate9,DATA_BRANCH,Rate9,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,17,1,BRANCH DATA,BRANCH DATA,RATE10,17,1,BRANCH DATA,BRANCH DATA,RATE10,17,acline,rate10,DATA_BRANCH,Rate10,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,18,1,BRANCH DATA,BRANCH DATA,RATE11,18,1,BRANCH DATA,BRANCH DATA,RATE11,18,acline,rate11,DATA_BRANCH,Rate11,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.11 Non-Transformer Branch Data,19,1,BRANCH DATA,BRANCH DATA,RATE12,19,1,BRANCH DATA,BRANCH DATA,RATE12,19,acline,rate12,DATA_BRANCH,Rate12,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
